Date,Open,High,Low,Close,Adj Close,Volume
01/01/2017,963.6580200195312,1003.0800170898438,958.6989746,998.3250122070312,998.3250122070312,147775008
02/01/2017,998.6170043945312,1031.3900146484375,996.7020263671875,1021.75,1021.75,222184992
03/01/2017,1021.5999755859375,1044.0799560546875,1021.5999755859375,1043.8399658203125,1043.8399658203125,185168000
04/01/2017,1044.4000244140625,1159.4200439453125,1044.4000244140625,1154.72998,1154.72998,344945984
05/01/2017,1156.72998,1191.0999755859375,910.4169922,1013.3800048828125,1013.3800048828125,510199008
06/01/2017,1014.239990234375,1046.810059,883.9439697265625,902.2009887695312,902.2009887695312,351876000
20/05/2017,1984.239990234375,2084.72998,1974.9200439453125,2084.72998,2084.72998,961336000
21/05/2017,2067.030029296875,2119.080078,2037.5,2041.199951171875,2041.199951171875,1147859968
22/05/2017,2043.189941,2303.899902,2017.8699951171875,2173.399902,2173.399902,1942220032
23/05/2017,2191.560059,2320.820068359375,2178.5,2320.419922,2320.419922,1378749952
24/05/2017,2321.370117,2523.719970703125,2321.370117,2443.639892578125,2443.639892578125,1725379968
25/05/2017,2446.239990234375,2763.709961,2285.300048828125,2304.97998,2304.97998,2406700032
26/05/2017,2320.889892578125,2573.790039,2071.989990234375,2202.419922,2202.419922,1763480064
27/05/2017,2196.27002,2260.199951171875,1855.8299560546875,2038.8699951171875,2038.8699951171875,1700480000
28/05/2017,2054.080078,2267.340087890625,2054.080078,2155.800048828125,2155.800048828125,1147139968
29/05/2017,2159.429931640625,2307.050048828125,2107.169922,2255.610107421875,2255.610107421875,994625024
30/05/2017,2255.360107421875,2301.959961,2124.570068359375,2175.469970703125,2175.469970703125,1443970048
31/05/2017,2187.189941,2311.080078,2145.570068359375,2286.409912109375,2286.409912109375,1544829952
01/06/2017,2288.330078,2448.389892578125,2288.330078,2407.879883,2407.879883,1653180032
02/06/2017,2404.030029296875,2488.550048828125,2373.320068359375,2488.550048828125,2488.550048828125,1317030016
03/06/2017,2493.719970703125,2581.909912109375,2423.570068359375,2515.350098,2515.350098,1514950016
04/06/2017,2547.790039,2585.889892578125,2452.540039,2511.810059,2511.810059,1355120000
05/06/2017,2512.399902,2686.810059,2510.219970703125,2686.810059,2686.810059,1369309952
06/06/2017,2690.840087890625,2999.909912109375,2690.840087890625,2863.199951171875,2863.199951171875,2089609984
07/06/2017,2869.379883,2869.379883,2700.560059,2732.159912109375,2732.159912109375,1517709952
08/06/2017,2720.489990234375,2815.300048828125,2670.949951171875,2805.620117,2805.620117,1281170048
09/06/2017,2807.439941,2901.709961,2795.620117,2823.810059,2823.810059,1348950016
10/06/2017,2828.139892578125,2950.989990234375,2746.550048828125,2947.709961,2947.709961,2018889984
11/06/2017,2942.409912109375,2996.600098,2840.530029296875,2958.110107421875,2958.110107421875,1752400000
12/06/2017,2953.219970703125,2997.260009765625,2518.560059,2659.629883,2659.629883,2569530112
13/06/2017,2680.909912109375,2789.040039,2650.379883,2717.02002,2717.02002,1781200000
14/06/2017,2716.879883,2786.830078,2412.939941,2506.370117,2506.370117,1696560000
15/06/2017,2499.580078,2534.709961,2212.959961,2464.580078,2464.580078,2026259968
16/06/2017,2469.570068359375,2539.919922,2385.149902,2518.560059,2518.560059,1195190016
17/06/2017,2514.010009765625,2685.189941,2484.959961,2655.879883,2655.879883,1534509952
18/06/2017,2655.350098,2662.100098,2516.330078,2548.290039,2548.290039,1178659968
19/06/2017,2549.030029296875,2662.850098,2549.030029296875,2589.600098,2589.600098,1446840064
20/06/2017,2591.260009765625,2763.449951171875,2589.820068359375,2721.790039,2721.790039,1854189952
21/06/2017,2709.429931640625,2772.010009765625,2660.399902,2689.100098,2689.100098,1626579968
22/06/2017,2691.030029296875,2723.739990234375,2642.360107421875,2705.409912109375,2705.409912109375,1097939968
11/01/2018,14968.2002,15018.7998,13105.90039,13405.7998,13405.7998,16534099968
12/01/2018,13453.90039,14229.90039,13158.09961,13980.59961,13980.59961,12065699840
13/01/2018,13952.40039,14659.5,13952.40039,14360.2002,14360.2002,12763599872
14/01/2018,14370.7998,14511.7998,13268,13772,13772,11084099584
15/01/2018,13767.2998,14445.5,13641.7002,13819.7998,13819.7998,12750799872
16/01/2018,13836.09961,13843.09961,10194.90039,11490.5,11490.5,18853799936
17/01/2018,11431.09961,11678,9402.290039,11188.59961,11188.59961,18830600192
18/01/2018,11198.7998,12107.2998,10942.5,11474.90039,11474.90039,15020399616
19/01/2018,11429.7998,11992.7998,11172.09961,11607.40039,11607.40039,10740400128
20/01/2018,11656.2002,13103,11656.2002,12899.2002,12899.2002,11801700352
21/01/2018,12889.2002,12895.90039,11288.2002,11600.09961,11600.09961,9935179776
22/01/2018,11633.09961,11966.40039,10240.2002,10931.40039,10931.40039,10537400320
23/01/2018,10944.5,11377.59961,10129.7002,10868.40039,10868.40039,9660609536
24/01/2018,10903.40039,11501.40039,10639.7998,11359.40039,11359.40039,9940989952
25/01/2018,11421.7002,11785.7002,11057.40039,11259.40039,11259.40039,8873169920
26/01/2018,11256,11656.7002,10470.2998,11171.40039,11171.40039,9746199552
27/01/2018,11174.90039,11614.90039,10989.2002,11440.7002,11440.7002,7583269888
28/01/2018,11475.2998,12040.2998,11475.2998,11786.2998,11786.2998,8350360064
29/01/2018,11755.5,11875.59961,11179.2002,11296.40039,11296.40039,7107359744
30/01/2018,11306.7998,11307.2002,10036.2002,10106.2998,10106.2998,8637859840
31/01/2018,10108.2002,10381.59961,9777.419922,10221.09961,10221.09961,8041160192
01/02/2018,10237.2998,10288.7998,8812.280273,9170.540039,9170.540039,9959400448
02/02/2018,9142.280273,9142.280273,7796.490234,8830.75,8830.75,12726899712
03/02/2018,8852.120117,9430.75,8251.629883,9174.910156,9174.910156,7263790080
04/02/2018,9175.700195,9334.870117,8031.220215,8277.009766,8277.009766,7073549824
05/02/2018,8270.540039,8364.839844,6756.680176,6955.27002,6955.27002,9285289984
06/02/2018,7051.75,7850.700195,6048.259766,7754,7754,13999800320
07/02/2018,7755.490234,8509.110352,7236.790039,7621.299805,7621.299805,9169280000
08/02/2018,7637.859863,8558.769531,7637.859863,8265.589844,8265.589844,9346750464
09/02/2018,8271.839844,8736.980469,7884.709961,8736.980469,8736.980469,6784820224
10/02/2018,8720.080078,9122.549805,8295.469727,8621.900391,8621.900391,7780960256
11/02/2018,8616.129883,8616.129883,7931.100098,8129.970215,8129.970215,6122189824
12/02/2018,8141.430176,8985.919922,8141.430176,8926.570313,8926.570313,6256439808
13/02/2018,8926.719727,8958.469727,8455.410156,8598.30957,8598.30957,5696719872
14/02/2018,8599.919922,9518.540039,8599.919922,9494.629883,9494.629883,7909819904
15/02/2018,9488.320313,10234.7998,9395.580078,10166.40039,10166.40039,9062540288
16/02/2018,10135.7002,10324.09961,9824.820313,10233.90039,10233.90039,7296159744
17/02/2018,10207.5,11139.5,10149.40039,11112.7002,11112.7002,8660880384
18/02/2018,11123.40039,11349.7998,10326,10551.7998,10551.7998,8744009728
19/02/2018,10552.59961,11273.7998,10513.2002,11225.2998,11225.2998,7652089856
20/02/2018,11231.7998,11958.5,11231.7998,11403.7002,11403.7002,9926540288
21/02/2018,11372.2002,11418.5,10479.09961,10690.40039,10690.40039,9405339648
22/02/2018,10660.40039,11039.09961,9939.089844,10005,10005,8040079872
23/02/2018,9937.070313,10487.2998,9734.55957,10301.09961,10301.09961,7739500032
24/02/2018,10287.7002,10597.2002,9546.969727,9813.070313,9813.070313,6917929984
25/02/2018,9796.419922,9923.219727,9407.05957,9664.730469,9664.730469,5706939904
26/02/2018,9669.429688,10475,9501.730469,10366.7002,10366.7002,7287690240
27/02/2018,10393.90039,10878.5,10246.09961,10725.59961,10725.59961,6966179840
28/02/2018,10687.2002,11089.7998,10393.09961,10397.90039,10397.90039,6936189952
